code,eng,thai 
E01,Iodine-deficiency-related thyroid disorders and allied conditions,ความผิดปกติของต่อมธัยรอยด์ซึ่งเกี่ยวกับการขาดไอโอดีน และภาวะสืบเนื่อง
E010,Iodine-deficiency-related diffuse (endemic) goitre,คอพอกแบบกระจายซึ่งเกี่ยวข้องกับการขาดไอโอดีน (ชนิดที่พบประจำในท้องถิ่น)
E011,Iodine-deficiency-related multinodular (endemic) goitre,คอพอกแบบหลายๆก้อนซึ่งเกี่ยวข้องกับการขาดไอโอดีน (ชนิดที่พบประจำในท้องถิ่น)
E012,Iodine-deficiency-related (endemic) goitre unspecified,คอพอกซึ่งเกี่ยวข้องกับการขาดไอโอดีน ที่มิได้ระบุรายละเอียด (ชนิดที่พบประจำในท้องถิ่น)
E018,Other iodine-deficiency-related thryroid disorders and allied conditions,ความผิดปกติอื่นๆ ของต่อมธัยรอยด์ซึ่งเกี่ยวข้องกับการขาดไอโอดีนและภาวะที่เกี่ยวข้อง
E02,Subclinical iodine-deficiency hypothyroidism,ระยะที่ยังไม่ปรากฏอาการของภาวะต่อมธัยรอยด์ทำงานน้อยเนื่องจากการขาดไอโอดีน
E03,Other hypothyroidism,ภาวะต่อมธัยรอยด์ทำงานน้อยอื่นๆ
E030,Congenital hypothyroidism with diffuse goitre,ภาวะต่อมธัยรอยด์ทำงานน้อยแต่กำเนิด และคอพอกแบบกระจาย
E031,Congenital hypothyroidism without goitre,ภาวะต่อมธัยรอยด์ทำงานน้อยแต่กำเนิดโดยปราศจากคอพอก
E032,Hypothyroidism due to medicaments and other exogenous substances,ภาวะต่อมธัยรอยด์ทำงานน้อยเนื่องจากยาและสารภายนอกอื่นๆ
E033,Postinfectious hypothyroidism,ภาวะต่อมธัยรอยด์ทำงานน้อยภายหลังการติดเชื้อ
E035,Myxoedema coma,ภาวะโคม่าและบวมทั้งตัวเนื่องจากต่อมธัยรอยด์ทำงานน้อย
E038,Other specified hypothyroidism,ภาวะต่อมธัยรอยด์ทำงานน้อย ที่ระบุรายละเอียดอื่น
E039,Hypothyroidism unspecified,ภาวะต่อมธัยรอยด์ทำงานน้อย ที่มิได้ระบุรายละเอียด
E04,Other nontoxic goitre,คอพอกชนิดไม่เป็นพิษอื่นๆ
E040,Nontoxic diffuse goitre,คอพอกแบบกระจาย ชนิดไม่เป็นพิษ
E041,Nontoxic single thyroid nodule,คอพอกแบบก้อนเดี่ยว ชนิดไม่เป็นพิษ
E042,Nontoxic multinodular goitre,คอพอกแบบหลายๆก้อน ชนิดไม่เป็นพิษ
E048,Other specified nontoxic goitre,คอพอกชนิดไม่เป็นพิษ ที่ระบุรายละเอียดอื่น
E049,Nontoxic goitre unspecified,คอพอกชนิดไม่เป็นพิษ ที่มิได้ระบุรายละเอียด
E05,Thyrotoxicosis [hyperthyroidsm],โรคพิษธัยรอยด์ [ภาวะต่อมธัยรอยทำงานมากผิดปกติ]
E050,Thyrotoxicosis with diffuse goitre,โรคพิษธัยรอยด์ ร่วมกับคอพอกแบบกระจาย
E051,Thyrotoxicosis with toxic single thyroid nodule,โรคพิษธัยรอยด์ ร่วมกับก้อนเดี่ยวของต่อมธัยรอยด์ ชนิดเป็นพิษ
E052,Thyrotoxicosis with toxic multinodular goitre,โรคพิษธัยรอยด์ ร่วมกับคอพอกแบบหลายๆก้อน ชนิดเป็นพิษ
E053,Thyrotoxicosis from ectopic thyroid tissue,โรคพิษธัยรอยด์จากเนื้อเยื่อต่อมธัยรอยด์นอกตำแหน่งปกติ
E054,Thyrotoxicosis factitia,โรคพิษธัยรอยด์ ที่เกิดจากการฉีดฮอร์โมนธัยรอยด์ให้ตัวเอง
